,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
8638,8639,15587573,CASTIGLIONE,626,Germany,Male,27,4,115084.53,2,0,1,26907.43,0,0,3,GOLD,258
8639,8640,15654891,HE,811,France,Male,30,6,0,2,1,1,180591.32,0,0,2,SILVER,227
8641,8642,15749103,GINIKANWA,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1,1,3,PLATINUM,808
8643,8644,15813660,FORLONGE,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0,0,1,DIAMOND,816
8646,8647,15792726,SUNG,470,France,Female,25,8,127974.06,2,1,1,183259.35,0,0,3,DIAMOND,360
8647,8648,15593241,TOCHUKWU,444,France,Male,43,3,0,2,1,1,159131.21,0,0,4,PLATINUM,979
8649,8650,15632736,LIANG,850,Germany,Female,30,3,104911.35,2,1,1,42933.26,0,0,3,PLATINUM,334
8651,8652,15760450,RUTHERFORD,512,France,Male,43,1,0,2,1,1,52471.36,0,0,4,GOLD,574
8653,8654,15650454,TRAN,641,France,Male,57,5,0,2,1,1,122449.18,0,0,3,SILVER,720
8655,8656,15705050,LINGER,611,France,Male,30,9,0,2,1,1,148887.69,0,0,4,GOLD,973
8656,8657,15791342,JOHNSTON,660,Spain,Male,31,1,84560.04,1,1,1,137784.25,0,0,1,PLATINUM,357
8659,8660,15770631,SUTHERLAND,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0,0,5,PLATINUM,452
8660,8661,15790594,BEDNALL,535,France,Female,27,6,0,2,0,1,49775.58,0,0,3,SILVER,786
8661,8662,15604020,OTOOLE,773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0,0,2,DIAMOND,564
8663,8664,15736578,HAMILTON,539,France,Male,39,1,0,1,1,1,28184.7,0,0,5,PLATINUM,445
8664,8665,15666332,DONALDSON,690,Spain,Female,48,2,0,2,1,1,3149.1,0,0,3,GOLD,712
8666,8667,15785920,BLACK,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0,0,3,SILVER,299
8667,8668,15658987,KANE,557,France,Female,46,4,96173.17,2,1,1,116378.31,0,0,5,GOLD,689
8668,8669,15687719,SHE,532,Spain,Female,37,5,0,2,0,1,6761.84,0,0,5,DIAMOND,527
8670,8671,15758702,WATSON,705,France,Female,55,8,0,2,1,1,14392.68,0,0,3,GOLD,761
8674,8675,15719426,COLE,529,France,Male,67,8,103101.56,2,1,1,154002.02,1,1,5,PLATINUM,572
8679,8680,15753092,HE,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1,1,4,DIAMOND,249
8681,8682,15746338,ONYEKACHUKWU,565,France,Female,40,2,0,2,1,1,129956.13,0,0,3,SILVER,520
8683,8684,15599329,CHRISTOPHER,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,1,2,GOLD,503
8685,8686,15597885,KERR,772,France,Male,43,6,0,2,1,1,57675.88,0,0,5,PLATINUM,807
8686,8687,15597467,DUNCAN,606,France,Female,71,8,0,2,1,1,169741.96,0,0,4,GOLD,814
8688,8689,15778418,BURNS,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1,1,3,PLATINUM,659
8689,8690,15684769,WHITSON,542,France,Male,67,10,129431.36,1,0,1,21343.74,0,0,5,GOLD,521
8690,8691,15756167,DOYNE,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0,0,4,DIAMOND,672
8691,8692,15632439,PINTO,698,France,Female,39,4,0,2,0,1,47455.82,0,0,5,SILVER,639
8692,8693,15755138,CHIN,850,France,Female,32,8,0,2,1,1,55593.8,0,0,2,SILVER,341
8696,8697,15647572,GREECE,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0,0,1,PLATINUM,475
8701,8702,15667093,ONIO,673,France,Male,37,2,0,1,1,1,13624.02,0,0,2,GOLD,307
8702,8703,15690589,UDINESI,541,France,Male,37,9,212314.03,1,0,1,148814.54,0,0,1,DIAMOND,369
8705,8706,15804064,DOCHERTY,742,France,Female,35,2,79126.17,1,1,1,126997.53,0,0,3,DIAMOND,974
8710,8711,15683522,KENNEDY,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0,2,DIAMOND,767
8715,8716,15750837,LANDSEER,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0,0,2,PLATINUM,602
8716,8717,15576022,NWACHINEMELU,565,France,Male,38,5,0,2,0,1,80630.32,0,0,5,PLATINUM,441
8719,8720,15811415,JENKS,691,France,Female,44,6,134066.1,2,1,1,197572.41,0,0,4,PLATINUM,335
8721,8722,15689671,PACKHAM,775,Spain,Male,27,4,0,1,1,1,40807.26,0,0,1,DIAMOND,923
8723,8724,15803202,ONYEKACHI,350,France,Male,51,10,0,1,1,1,125823.79,1,1,4,GOLD,383
8727,8728,15567437,EMENIKE,734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0,0,2,PLATINUM,645
8728,8729,15711687,NERO,434,France,Male,41,4,108128.52,1,0,1,56784.11,0,0,1,PLATINUM,695
8729,8730,15656592,TOSCANO,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0,0,4,PLATINUM,593
8730,8731,15634373,YANG,764,France,Male,30,5,0,2,0,1,105155.66,0,0,3,DIAMOND,876
8731,8732,15769125,PALERMA,727,Spain,Female,41,10,0,2,0,1,47468.56,0,0,5,DIAMOND,408
8732,8733,15711386,TRENTINI,724,France,Female,29,6,0,2,0,1,64729.51,0,0,5,SILVER,957
8735,8736,15713599,CASTIGLIONE,728,France,Male,30,10,114835.43,1,0,1,37662.49,0,0,5,PLATINUM,548
8737,8738,15780498,MAYNARD,634,France,Male,34,3,145030.92,1,1,1,41820.65,0,0,5,DIAMOND,529
8738,8739,15624397,MOORE,627,France,Male,43,8,71240.3,1,0,1,127734.16,0,0,2,DIAMOND,415
8739,8740,15615219,OBIELUMANI,518,France,Male,59,5,138772.15,1,0,1,123872,0,0,4,PLATINUM,968
8740,8741,15570908,HARDING,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,0,2,PLATINUM,856
8741,8742,15762855,HILL,622,Spain,Female,23,8,0,2,1,1,131389.39,0,0,3,SILVER,390
8742,8743,15661827,BROWN,693,Spain,Female,45,4,0,2,1,1,26589.56,0,0,5,SILVER,898
8743,8744,15746035,PAGNOTTO,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,0,3,SILVER,547
8746,8747,15577905,HAMMOND,660,France,Male,34,8,106486.66,2,0,1,182262.66,0,0,5,SILVER,322
8747,8748,15667216,CHUNG,579,France,Female,29,10,73194.52,2,1,1,129209.09,0,0,1,PLATINUM,853
8750,8751,15644849,ZIKORANACHIDIMMA,655,France,Female,32,2,0,1,1,1,71047.51,0,0,2,DIAMOND,506
8753,8754,15720110,OLUCHUKWU,795,France,Male,32,2,117265.21,1,1,1,198317.23,0,0,2,PLATINUM,333
8754,8755,15619045,BAXTER,776,France,Female,43,4,0,2,0,1,162137.5,0,0,1,DIAMOND,228
8756,8757,15784923,CHIMEZIE,705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1,1,3,SILVER,637
8757,8758,15567383,SLONE,678,Germany,Female,44,2,98009.13,2,0,1,31384.86,0,0,3,SILVER,985
8758,8759,15732621,MARTIN,663,France,Male,34,10,0,1,1,1,114083.73,0,0,3,PLATINUM,664
8759,8760,15757981,LOGGIA,748,France,Male,66,8,0,1,1,1,163331.65,0,0,4,GOLD,671
8760,8761,15727819,HARTLEY,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,0,1,DIAMOND,392
8763,8764,15665159,BROOKS,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,1,1,SILVER,708
8764,8765,15618203,TIEN,773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0,0,3,GOLD,345
8770,8771,15656901,NNONSO,615,France,Male,59,8,0,2,1,1,165576.55,0,0,2,DIAMOND,948
8772,8773,15592123,BUCCHO,768,France,Male,30,6,0,2,1,1,199454.37,0,0,2,GOLD,297
8775,8776,15812720,HOOKER,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0,0,4,DIAMOND,539
8779,8780,15650322,GRIGORYEVA,701,France,Female,34,3,105588.66,1,0,1,74694.41,0,0,4,SILVER,316
8781,8782,15751628,ONYEMACHUKWU,438,France,Male,60,7,78391.17,1,0,1,49424.6,0,0,4,GOLD,262
8782,8783,15809057,LU,600,Spain,Female,27,6,0,2,1,1,172031.22,0,0,2,SILVER,292
8785,8786,15801293,NI,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0,0,4,SILVER,859
8787,8788,15572356,TSAI,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,0,1,PLATINUM,623
8789,8790,15619116,WALLACE,493,France,Female,36,2,0,2,0,1,99770.3,0,0,2,PLATINUM,229
8791,8792,15783276,FORBES,725,France,Female,25,9,0,2,1,1,168607.74,0,0,2,SILVER,922
8792,8793,15766137,MUIR,497,France,Male,34,2,0,2,1,1,83087.13,0,0,5,DIAMOND,502
8793,8794,15574554,PUGH,537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0,0,4,GOLD,458
8794,8795,15578671,WEBB,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1,1,2,DIAMOND,243
8796,8797,15690670,COX,720,France,Male,33,2,0,2,0,1,141031.08,0,0,2,GOLD,633
8800,8801,15647890,SU,691,France,Male,37,9,149405.18,1,1,1,146411.6,0,0,5,DIAMOND,562
8801,8802,15606115,P'ENG,510,France,Female,52,6,191665.21,1,1,1,131312.56,1,1,4,SILVER,297
8803,8804,15741181,NDUBUAGHA,721,France,Male,41,6,135071.12,1,1,1,64477.25,0,0,3,SILVER,330
8804,8805,15773973,HILL,765,France,Male,41,2,0,2,0,1,191215.61,0,0,4,DIAMOND,547
8805,8806,15758546,NORTON,850,Spain,Male,39,8,0,2,1,1,37090.44,0,0,3,DIAMOND,995
8806,8807,15598940,ACHEBE,681,Germany,Male,38,6,181804.34,2,1,1,57517.71,0,0,1,SILVER,309
8807,8808,15669783,SIMPSON,586,France,Female,60,3,47020.65,2,0,1,63241.21,1,1,3,PLATINUM,850
8808,8809,15624993,CHIANG,753,France,Female,36,7,128518.98,1,1,1,44567.83,1,1,4,PLATINUM,358
8809,8810,15760568,DALRYMPLE,593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0,0,1,GOLD,698
8810,8811,15699047,CHUKWUEMEKA,674,France,Female,21,9,120150.39,2,1,1,33964.03,0,0,3,DIAMOND,515
8811,8812,15616168,OJIOFOR,610,France,Female,35,7,81905.95,1,1,1,61623.19,0,0,3,GOLD,402
8812,8813,15773146,RUBEO,652,France,Male,26,3,137998.2,2,0,1,168989.77,0,0,1,PLATINUM,443
8814,8815,15589725,ZUBAREV,740,France,Female,51,4,0,2,1,1,178929.84,0,0,4,SILVER,850
8815,8816,15710034,T'AO,637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1,1,5,GOLD,823
8816,8817,15800806,PAI,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,0,5,GOLD,946
8818,8819,15575391,CLAYPOOL,677,France,Female,37,3,0,2,1,1,38252.25,0,0,3,PLATINUM,654
8819,8820,15790750,MANFRIN,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0,0,3,PLATINUM,416
8822,8823,15673929,CHIN,543,France,Male,64,4,0,2,1,1,148305.82,0,0,5,GOLD,701
8823,8824,15578835,BROOKES,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0,0,1,PLATINUM,467
8824,8825,15752388,DOYLE,643,Spain,Female,35,6,0,2,1,1,41549.64,0,0,1,PLATINUM,704
8825,8826,15797081,AJULUCHUKWU,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,1,4,SILVER,991
8832,8833,15765345,WOOD,753,France,Male,35,4,0,2,1,1,106303.4,0,0,2,GOLD,759
8833,8834,15760873,LOMBARDO,594,France,Male,50,7,81310.34,1,1,1,183868.01,0,0,4,SILVER,439
8835,8836,15589361,CHIKWENDU,716,Spain,Male,34,9,0,1,1,1,66695.71,0,0,3,DIAMOND,980
8836,8837,15662483,KO,850,France,Male,43,7,0,2,1,1,173851.11,0,0,3,DIAMOND,368
8837,8838,15809736,STEIGRAD,664,France,Male,46,2,0,1,1,1,177423.02,1,1,5,PLATINUM,816
8838,8839,15731148,ISAYEVA,558,France,Male,33,0,108477.49,1,1,1,109096.71,1,1,2,SILVER,729
8839,8840,15774328,BONI,606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0,0,3,SILVER,743
8840,8841,15646969,ANAYOLISA,776,Spain,Male,33,2,0,2,1,1,176921,0,0,2,GOLD,536
8843,8844,15616270,CHAO,620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0,0,5,GOLD,396
8845,8846,15635703,CHU,729,Germany,Female,39,1,131513.26,1,1,1,193715,0,0,1,PLATINUM,751
8850,8851,15590201,FIORENTINI,500,Spain,Female,50,5,0,4,1,1,83866.35,1,1,1,DIAMOND,416
8853,8854,15800031,LAURA,681,France,Male,43,3,66338.68,1,1,1,18772.5,1,1,5,DIAMOND,350
8854,8855,15630857,WU,674,Spain,Female,39,6,0,2,1,1,9574.83,0,0,3,SILVER,629
8856,8857,15759733,MCMILLAN,774,France,Female,26,5,0,2,1,1,64716.08,0,0,2,GOLD,862
8858,8859,15668009,HENDLEY,747,Spain,Male,37,1,0,2,0,1,180551.76,0,0,1,PLATINUM,988
8863,8864,15781129,MONTGOMERY,687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1,1,4,GOLD,778
8865,8866,15639004,CHIEMEZIE,668,France,Male,72,2,0,2,1,1,70783.61,0,0,5,DIAMOND,658
8866,8867,15810995,WRIGHT,526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0,0,1,PLATINUM,429
8867,8868,15653773,SHAW,457,France,Female,38,7,164496.99,1,1,1,163327.27,0,0,3,SILVER,929
8870,8871,15789560,CLARK,668,France,Male,42,8,187534.79,1,1,1,32900.41,1,1,2,PLATINUM,835
8872,8873,15626475,GAMBLE,685,France,Male,30,2,0,2,1,1,140889.32,0,0,2,DIAMOND,936
8874,8875,15684318,MCMILLAN,582,Germany,Female,50,6,96486.57,2,1,1,20344.02,0,0,3,PLATINUM,355
8876,8877,15712807,ROBERTSON,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1,1,5,SILVER,606
8879,8880,15774277,CHIU,809,France,Male,43,2,0,2,1,1,132908.07,0,0,1,PLATINUM,706
8880,8881,15603764,CHANG,560,France,Male,49,4,0,1,1,1,100075.1,1,1,1,DIAMOND,533
8881,8882,15618647,KORNILOVA,744,France,Male,29,1,43504.42,1,1,1,119327.75,0,0,1,PLATINUM,607
8883,8884,15707696,LU,471,Spain,Female,28,5,0,2,1,1,22356.97,0,0,1,PLATINUM,583
8885,8886,15815125,MICHAEL,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0,0,4,GOLD,823
8886,8887,15779620,SINCLAIR,575,France,Male,36,1,0,1,0,1,94570.56,0,0,4,GOLD,319
8887,8888,15768233,CHUKWUEBUKA,435,Germany,Male,37,8,114346.3,1,0,1,980.93,1,1,1,PLATINUM,426
8890,8891,15788723,MCINTYRE,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1,1,4,SILVER,383
8891,8892,15790489,LO DUCA,534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0,0,5,PLATINUM,703
8892,8893,15739476,FERRARI,680,France,Female,32,5,0,1,1,1,150684.23,0,0,5,GOLD,589
8893,8894,15612670,BERRY,631,Spain,Female,46,10,0,2,1,1,129508.96,0,0,2,DIAMOND,687
8894,8895,15631222,CATTANEO,485,France,Female,39,2,75339.64,1,1,1,70665.16,0,0,3,GOLD,772
8896,8897,15724691,GORDON,712,France,Male,34,1,0,2,1,1,195052.12,0,0,1,PLATINUM,966
8899,8900,15677939,CH'ENG,584,France,Female,41,3,0,2,1,1,160095.48,0,0,4,SILVER,796
8900,8901,15611599,CURTIS,604,France,Female,71,2,0,2,1,1,49506.82,0,0,2,DIAMOND,687
8901,8902,15633474,WHITEHEAD,586,France,Male,51,2,138553.57,1,1,1,92406.22,0,0,4,DIAMOND,832
8902,8903,15671973,CHUKWUEMEKA,467,Spain,Male,39,5,0,2,1,1,7415.96,0,0,5,SILVER,994
8903,8904,15790019,ONWUGHARA,520,France,Male,35,9,105387.89,1,1,1,25059.06,0,0,5,DIAMOND,471
8904,8905,15737735,GRANT,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,1,5,PLATINUM,777
8905,8906,15661745,BROWNE,557,France,Male,36,3,0,1,0,1,144078.02,0,0,4,SILVER,880
8906,8907,15797065,GOLOUBEV,613,Spain,Female,32,0,0,2,0,1,126675.62,0,0,5,DIAMOND,963
8911,8912,15781914,SIMMONS,718,Germany,Male,32,9,169947.41,2,1,1,27979.16,0,0,1,GOLD,371
8912,8913,15637354,YOBACHUKWU,623,France,Female,24,7,148167.83,2,1,1,109470.34,0,0,3,PLATINUM,884
8915,8916,15804962,NNAIFE,606,France,Male,36,1,155655.46,1,1,1,192387.51,1,1,4,DIAMOND,1000
8917,8918,15757865,POWELL,642,France,Male,62,7,0,2,1,1,61120.75,0,0,3,SILVER,729
8921,8922,15629519,YEN,472,France,Female,37,1,0,2,1,1,48357.9,0,0,3,SILVER,793
8924,8925,15808566,HS?,516,France,Male,46,2,0,2,1,1,169122.54,0,0,4,GOLD,786
8925,8926,15805463,BOARD,682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0,0,3,DIAMOND,799
8926,8927,15709136,ADAMS,620,France,Male,28,8,0,2,1,1,199909.32,0,0,4,SILVER,933
8927,8928,15801605,RIZZO,626,France,Female,39,0,0,2,1,1,83295.09,0,0,2,DIAMOND,272
8930,8931,15665759,RUSSELL,724,France,Female,69,5,117866.92,1,1,1,62280.91,0,0,3,PLATINUM,876
8931,8932,15761487,YEFIMOVA,678,France,Female,55,5,0,1,0,1,196794.11,1,1,5,GOLD,222
8933,8934,15631162,BERGAMASCHI,631,France,Male,32,10,0,2,0,1,196342.66,0,0,3,SILVER,556
8934,8935,15630641,SHAO,846,France,Female,37,6,127103.97,1,1,1,41516.44,0,0,1,SILVER,290
8935,8936,15585066,CHIMARAOKE,660,France,Female,43,1,0,1,0,1,112026.1,1,1,5,DIAMOND,720
8937,8938,15737404,KESTEVEN,731,France,Male,31,1,132512.26,1,1,1,185466.85,0,0,3,SILVER,960
8938,8939,15722409,RITCHIE,693,Spain,Male,47,8,107604.66,1,1,1,80149.27,0,0,5,SILVER,446
8941,8942,15810660,BOYLE,774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0,0,5,SILVER,948
8942,8943,15709780,AZUKA,667,France,Female,37,9,71786.9,2,1,1,67734.79,0,0,2,SILVER,818
8944,8945,15752312,HOWELLS,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0,0,5,PLATINUM,986
8945,8946,15616745,HS?,542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0,0,4,DIAMOND,380
8947,8948,15674110,WALTON,701,France,Female,43,2,160416.56,1,0,1,37266.43,0,0,1,SILVER,998
8950,8951,15700424,HSIAO,461,France,Female,35,5,0,1,1,1,54209.02,0,0,2,GOLD,710
8953,8954,15592925,GIORDANO,711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1,1,1,PLATINUM,788
8954,8955,15581626,MANCINI,664,France,Male,54,8,0,1,1,1,162719.69,1,1,5,SILVER,742
8956,8957,15723481,WRIGHT,728,Spain,Male,42,8,0,2,0,1,41823.22,0,0,5,DIAMOND,785
8957,8958,15787825,OKWUDILIOLISA,585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0,0,3,SILVER,405
8958,8959,15710726,HUGHES,573,France,Male,52,8,0,2,0,1,178229.04,0,0,2,SILVER,481
8962,8963,15607874,KEANE,687,France,Male,38,0,144450.58,1,0,1,137276.83,0,0,3,SILVER,385
8964,8965,15649858,SIMPSON,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0,0,4,PLATINUM,406
8965,8966,15811032,GAMBRELL,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0,0,5,DIAMOND,464
8967,8968,15579131,RICCI,835,France,Male,25,7,0,2,1,1,83449.65,0,0,3,SILVER,343
8968,8969,15572428,RIEKE,717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0,0,1,DIAMOND,569
8970,8971,15636105,CHUNG,758,Spain,Male,61,2,0,2,1,1,43982.41,0,0,5,GOLD,299
8972,8973,15718780,COX,650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0,0,5,SILVER,315
8973,8974,15739271,LEI,582,Germany,Male,33,2,122394,1,1,1,22113.93,0,0,3,GOLD,273
8975,8976,15763415,GRAY,567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0,0,5,DIAMOND,624
8980,8981,15786433,AITKEN,650,Germany,Female,35,3,165982.43,2,1,1,24482.16,0,0,2,PLATINUM,306
8985,8986,15802118,IGNATIEFF,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0,0,2,PLATINUM,315
8986,8987,15607990,GALLO,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0,0,2,GOLD,927
8987,8988,15695932,YELVERTON,766,Spain,Male,36,5,78381.13,1,0,1,153831.6,0,0,2,SILVER,637
8990,8991,15729065,MACKAY,784,Germany,Male,28,2,109960.06,2,1,1,170829.87,0,0,2,DIAMOND,797
8993,8994,15809265,KAO,547,France,Female,35,4,0,1,1,1,133287.73,0,0,1,GOLD,305
8994,8995,15745201,FREWIN,612,France,Female,43,4,139496.35,2,1,1,77128.23,0,0,2,GOLD,590
8996,8997,15578156,ANENECHUKWU,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0,0,3,SILVER,777
8999,9000,15810910,ROYSTON,702,Spain,Female,38,9,0,2,1,1,158527.45,0,0,2,SILVER,629
9001,9002,15733111,YEH,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0,0,1,GOLD,539
9005,9006,15802823,MACLEAN,745,Spain,Female,38,7,0,2,1,1,194230.82,0,0,3,DIAMOND,401
9007,9008,15684934,ROSE,726,France,Male,31,9,0,2,1,1,106117.3,0,0,3,GOLD,624
9008,9009,15776936,WHITWORTH,475,France,Male,40,7,160818.08,1,0,1,169642.13,1,1,5,GOLD,219
9009,9010,15729087,SUTTOR,751,Germany,Male,54,9,156367.6,2,0,1,116179.92,0,0,1,SILVER,676
9011,9012,15717498,BONI,775,France,Male,42,6,133970.22,2,0,1,187839.9,0,0,1,GOLD,278
9014,9015,15626383,TANG,596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0,0,5,GOLD,774
9015,9016,15597385,SIDDONS,573,Spain,Male,41,5,0,2,0,1,14479.29,0,0,3,GOLD,508
9016,9017,15570271,WAN,577,Spain,Male,31,6,0,1,1,1,196395.25,0,0,4,GOLD,458
9017,9018,15690330,EFIMOV,830,Germany,Female,40,8,77701.64,1,0,1,19512.38,0,0,4,DIAMOND,671
9018,9019,15680611,ROSE,663,France,Male,67,9,0,3,1,1,72318.77,0,0,3,PLATINUM,747
9019,9020,15810227,FANUCCI,421,France,Male,34,2,0,2,1,1,96615.23,0,0,1,GOLD,393
9021,9022,15712199,IJENDU,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0,0,5,PLATINUM,382
9022,9023,15694995,O'SULLIVAN,712,France,Male,23,2,0,2,0,1,66795.78,0,0,5,PLATINUM,863
9023,9024,15723400,HUTCHINSON,663,France,Male,28,4,0,2,1,1,123969.64,0,0,2,PLATINUM,540
9024,9025,15654772,KWEMTO,640,France,Female,47,6,89799.46,2,0,1,13783.77,1,1,4,PLATINUM,857
9025,9026,15574743,CHIU,577,Spain,Male,29,2,0,1,1,1,168924.41,0,0,2,GOLD,665
9027,9028,15686718,HUNG,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0,0,1,GOLD,927
9034,9035,15772337,LAWRENCE,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1,1,3,PLATINUM,965
9036,9037,15603378,PADOVANO,768,France,Female,36,3,141334.95,1,0,1,125870.5,0,0,3,DIAMOND,277
9039,9040,15777614,WEBB,545,Spain,Female,44,1,0,2,1,1,82614.89,0,0,3,DIAMOND,874
9040,9041,15653952,T'AN,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0,0,3,SILVER,622
9046,9047,15648178,LETTIERE,630,Germany,Female,23,4,137964.51,1,0,1,174570.55,0,0,1,DIAMOND,978
9049,9050,15584288,HUNG,629,France,Female,33,6,0,2,1,1,59129.72,0,0,5,SILVER,632
9054,9055,15617476,MANFRIN,546,France,Female,30,5,0,2,0,1,198543.09,0,0,4,DIAMOND,808
9055,9056,15645323,CHINWENMA,630,France,Male,55,2,0,1,1,1,106202.07,1,1,3,SILVER,660
9056,9057,15793311,SMITH,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1,1,5,GOLD,453
9057,9058,15764153,ROWE,704,France,Female,33,0,130499.09,2,1,1,74804.36,0,0,2,SILVER,694
9058,9059,15802560,MORAN,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0,0,2,DIAMOND,296
9059,9060,15728608,WALKER,688,Germany,Female,34,9,91025.58,2,0,1,163783,0,0,4,SILVER,985
9060,9061,15770474,MYERS,685,France,Female,33,1,0,3,0,1,70221.13,1,1,3,PLATINUM,797
9061,9062,15724444,WALL,567,France,Female,38,1,125877.65,2,1,1,107841.77,0,0,5,DIAMOND,511
9063,9064,15711521,EGOBUDIKE,609,France,Male,39,3,121778.71,1,1,1,138399.67,0,0,3,PLATINUM,985
9064,9065,15632816,WILLIAMS,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,0,2,GOLD,596
9065,9066,15693637,OCHOA,556,France,Female,30,7,0,2,1,1,186648.19,0,0,3,GOLD,356
9066,9067,15725509,OTUTODILINNA,662,Germany,Male,30,5,115286.68,2,1,1,149587.92,0,0,3,GOLD,264
9069,9070,15777459,GORDON,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,1,1,DIAMOND,707
9073,9074,15611058,ELUEMUNO,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1,1,4,GOLD,476
9074,9075,15630413,HOWARTH,608,France,Female,41,5,0,2,1,1,72462.25,0,0,5,GOLD,445
9076,9077,15648858,KING,666,France,Female,27,1,85225.21,1,0,1,64511.44,0,0,4,SILVER,871
9078,9079,15705448,GILBERT,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1,1,4,SILVER,309
9079,9080,15730488,RICHMOND,516,Spain,Female,27,1,0,1,0,1,112311.15,0,0,3,PLATINUM,638
9080,9081,15620443,FIORENTINO,711,France,Female,81,6,0,2,1,1,72276.24,0,0,4,SILVER,774
9081,9082,15741078,GREECE,736,France,Male,54,7,111729.47,2,0,1,84920.49,0,0,3,PLATINUM,421
9083,9084,15711396,HENDERSON,427,Spain,Male,40,8,0,2,1,1,82870.75,0,0,5,SILVER,778
9085,9086,15579189,MITCHELL,690,France,Female,42,5,0,2,0,1,120512.08,0,0,4,PLATINUM,915
9087,9088,15791316,BONI,714,France,Male,35,3,0,2,1,1,95623.28,0,0,2,PLATINUM,253
9088,9089,15608246,WENTCHER,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1,1,4,GOLD,666
9089,9090,15676526,BENTLEY,608,France,Female,34,4,88772.87,1,1,1,168822.01,0,0,1,GOLD,626
9091,9092,15630195,JOHNSTONE,745,France,Female,40,6,131184.67,1,1,1,49815.62,0,0,1,DIAMOND,966
9092,9093,15736250,JOHNSTONE,781,France,Male,38,2,117810.79,1,0,1,65632.33,1,1,3,SILVER,399
9095,9096,15718839,TSUI,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0,0,4,SILVER,264
